text,label,level
there is treasure hidden beneath the entire land  but the problem is people are unwilling to dig it out,3,B2
writing always means hiding something in such a way that it then is discovered  because the truth that can come from my pen is like a shard that has been chipped from a great boulder by a violent impact  then flung far away  because there is no certitude outside falsification,1,A2
it is not possible to know who am i by doing doing  anything   requires egoism  and where there is egoism  who am i cannot be known,0,A1
something about her reached me on a deeper level than i had ever experienced and it was frightening it was exciting it was dangerous,1,A2
no man can be satisfied with his attainment  although he may be satisfied with his circumstances,3,B2
if we emphasized only precision  our meditation might become quite harsh and militant    one thing that is very helpful is to cultivate an overall sense of relaxation while you are doing the meditation,4,C1
we are always scared of wild beasts  yet we are unaware about the wildest beast within us which does more harm than the ordinary one,3,B2
an average man is egoistic  proud and has strong self esteem they always require partners who massage their ego not those who will drag their ego to the mud,3,B2
you know you love something if youre willing to die for it  and you know it means nothing if you walk away from that which is dying,0,A1
we need time to defuse  to contemplate just as in sleep our brains relax and give us dreams  so at some time in the day we need to disconnect  reconnect  and look around us,1,A2
reliance is the ultimate measure of a teams or organizations culture its not would i recommend a friend to work here its would this group of people put their ass on the line for me and would i do the same for them,0,A1
oh god how subtle he would have to be  how cunning no paragraph  no phrase even of the thousands the book must contain could strike a discordant note  be less than fully imagined  an entire novels worth of thought would have to be expended on each one his attention had only to lapse for a moment  between preposition and object  colophon and chapter heading  for dead spots to appear like gangrene that would rot the whole silkworms didnt work as finely or as patiently as he must  and yet boldness was all  the large stroke  the end contained in and prophesied by the beginning  the stains of his clouds infinitely various but all signifying sunrise unity in diversity  all that guff an enormous weariness flew over him the trouble with drink  he had long known  wasnt that it started up these large things but that it belittled the awful difficulties of their execution  novelty,2,B1
if you accept that you can die at any time  then you might not be as ambitious as you are,0,A1
god is incorporeal  divine  supreme  infinite mind  spirit  soul  principle  life  truth  love,4,C1
write the masterpiece that has not been writtensing the masterpiece that has not been sungpaint the masterpiece that has not been paintedcreate the masterpiece that has not been created,2,B1
its amazing how once the mind is free of emotional pollution  logic and clarity emerge,4,C1
we are communities in time and in a place  i know  but we are communities in faith as well  and sometimes time can stop shadowing us our lives are touched by those who lived centuries ago  and we hope that our lives will mean something to people who wont be alive until centuries from now its a great chain of being  someone once told me  and i think our job is to do the best we can to hold up our small segment of the chain connected  unbroken our arms are linked  we try to be neighbors of his  and to speak up for his principles thats a lifetimes job,1,A2
i am convinced that when a man sincerely searches for god with all his heart  god will reveal himself in some way,1,A2
when distant and unfamiliar and complex things are communicated to great masses of people  the truth suffers a considerable and often a radical distortion the complex is made over into the simple  the hypothetical into the dogmatic  and the relative into an absolute,3,B2
i dont think ill ever feel as famous or as popular as i felt when i was a 17yearold soccer player in modle only about 20 000 people live there and 12 000 of them come to every game running onto the pitch each week was just the most fantastic feeling nothing can beat that,0,A1
my mother always wanted to live near the water  she said she said its the one thing that brings us all together that i can have my toe in the ocean off the coast of maine  and a girl my age can have her toe in the ocean off the coast of africa  and we would be touching on opposite sides of the world,0,A1
i am really passionate about my career and my music and i am so lucky to be able to do what i do for a job  so for all the early morning starts and long days  i could never trade it all in,0,A1
after all  i was dressed in linen and so retained a certain capacity for nonchalance,2,B1
it may sound crazy  but people like to eat what they are if they have voracious habits they cant change  they like sweet foods if they are tight with their money  they prefer to eat bread and mashed potatoes if they are flamboyant they like to eat elaborately thin vegetables  fried and piled up high like a fancy hat we are all cannibals  eating the secrets we have within,1,A2
i know what i can do to a girl with a word  a look  a touch and i want to do them all to her,0,A1
every time i read to her  it was like i was courting her  because sometimes  just sometimes  she would fall in love with me again  just like she had a long time ago and thats the most wonderful feeling in the world how many people are ever given that chance to have someone you love fall in love with you over and over,0,A1
i feel theres a power in theatre  but its an indirect power its like the relationship of the sleeper to the unconscious you discover things you cant afford to countenance in waking life you can forget them  remember them a day later or not have any idea what they are about,1,A2
if you walk down the street and see someone in a box  you have a choice that person is either the other and youre fearful of them  or that person is an extension of your family and that makes you at home in that world and not fearful so really its very selfserving,0,A1
the value of old age depends upon the person who reaches it to some men of early performance it is useless to others  who are late to develop  it just enables them to finish the job,1,A2
marika could feel herself cocking the trigger of a loaded gun and pointing it at herself  because the truth could be too shocking a revelation  something that would shake their lives to the core but lies were just a deadend alleyway that offered no way out,2,B1
such short little lives our pets have to spend with us  and they spend most of it waiting for us to come home each day it is amazing how much love and laughter they bring into our lives and even how much closer we become with each other because of them,0,A1
one secret of life is that the reason life works at all is that not everyone in your tribe is nuts on the same day another secret is that laughter is carbonated holiness,0,A1
not everything in life has to be about finding the one sometimes a girl just wants to have fun,0,A1
the real failure is to rob this world of the contribution only you can make  and to fail to make work that truly gives you that this is what i was created to do feeling that has no equal,1,A2
she picked up the book and then walked back past him into the tent  but as she did so  she brushed the top of his head lightly with her hand he closed his eyes at her touch  and hated himself for wishing that what she said was true that dumbledore had really cared,1,A2
from a social psychological standpoint  the selfie phenomenon seems to stem from two basic human motives the first is to attract attention from other people because peoples positive social outcomes in life require that others know them  people are motivated to get and maintain social attention by posting selfies  people can keep themselves in other peoples minds in addition  like all photographs that are posted on line  selfies are used to convey a particular impression of oneself through the clothes one wears  ones expression  staging of the physical setting  and the style of the photo  people can convey a particular public image of themselves  presumably one that they think will garner social rewards,2,B1
for the first time in human history  most people are doing things that could never interest a child enough to want to tag along that says less about the child than about us,0,A1
if today is not your day  then be happy for this day shall never return and if today is your day  then be happy now for this day shall never return,0,A1
the world isnt such a bad place at all  as long as one didnt read the daily newspaper,0,A1
ah  children of the sunlight and the gaslight  how little you know of the world in which you live,0,A1
in architecture you should live for 150 years  because you have to learn in the first 75 years,0,A1
as a poet and as a mathematician  he would reason well  as a mere mathematician  he could not have reasoned at all,2,B1
it is preposterous to think that we are peaceful when every day we spend more money to built killing machine than to educate our children,0,A1
being in politics is like being a football coach you have to be smart enough to understand the game  and dumb enough to think its important,1,A2
the pity of it was that this discovery  if such it was  now seemed so stale  so profitless to me what good was it what good did thinking ever do,1,A2
if you knew what i would become in the future  would you have treated me the same way today,0,A1
understanding scripture in a language other than the heart language in which we think and experience emotion is like trying to eat soup with a fork you can get a little taste  but you cannot get nourished,1,A2
they are like men if bold  the better of scolding  if timid  the better of praise and flattery,4,C1
fear is like a weed in a garden once you allow it to take root  it spreads  replicating itself  until  eventually  it chokes out all the other life there trust  love  kindness  none of those things can ever really bloom in a garden of fear,2,B1
i think its most important to  rather than just do what everybody else is doing  like tons of selfies  find out what makes you excited you know  is it taking pictures and doing cool makeup and making yourself look great if so  wonderful is it music is it teaching something are you great at teaching,0,A1
government should never be able to do anything you cant do if you cant steal from your neighbor  you cant send the government to steal for you,0,A1
but its a journey and the sad thing is you only learn from experience  so as much as someone can tell you things  you have to go out there and make your own mistakes in order to learn,0,A1
some people think only intellect counts knowing how to solve problems  knowing how to get by  knowing how to identify an advantage and seize it but the functions of intellect are insufficient without courage  love  friendship  compassion  and empathy,3,B2
so you want to become my soninlaw not exactly i just want to marry your daughter,0,A1
the bible is a revelation of the mind and will of god to men therein we may learn  what god is,1,A2
some days in late august at home are like this  the air thin and eager like this  with something in it sad and nostalgic and familiar,2,B1
one thing i have to give christians  were it not for sunday  every day of the week would be a workday,0,A1
these are the dilemmas for cancer patients who and what to believe a particular treatment is not foolproof  or as many medical experts remind us  is not math  with a fixed and certain outcome,2,B1
i am not a women that takes anything for granted  ill lay endlessly with you and talk about meaningful and logical  ill watch the stars at midnight and the way they twinkle back  to let me know they see me too  ill wind the window down just to feel the breeze  ill turn the music up when i love a song  ill sit with the ocean when i feel lost  ill cry when my heart hurts  ill listen to you when yours is hurting too  i know the kind of women i am  and im not shy in showing her to the world,1,A2
african women in general need to know that its ok for them to be the way they are  to see the way they are as a strength  and to be liberated from fear and from silence,1,A2
people are crying up the rich and variegated plumage of the peacock  and he is himself blushing at the sight of his ugly feet,3,B2
i have one word to say upon the subject of profound writers  who are grown very numerous of late  and i know very well the judicious world is resolved to list me in that number i conceive therefore  as to the business of being profound  that it is with writers as with wells  a person with good eyes may see to the bottom of the deepest  provided any water be there  and often  when there is nothing in the world at the bottom  besides dryness and dirt  though it be but a yard and half under ground  it shall pass however for wondrous deep  upon no wiser a reason than because it is wondrous dark,2,B1
i am a walking piece of art every day  with my dreams and my ambitions forward at all times in an effort to inspire my fans to lead their life in that way,1,A2
the world is likely to view any temporary extension of the income tax cuts for the top two percent as a prelude to a longterm or permanent extension  and that would hurt economic recovery as well by undermining confidence that were prepared to make a commitment today to bring down our future deficits,3,B2
the best life you can have as you get into old age is good food  good teeth to eat it with  and few worries when you go to bed at night,0,A1
green is likely to be a big issue in the 2008 us presidential election  largely in response to george bushs suicidal refusal to engage with environmental issues,3,B2
people can choose between the sweet lie or the bitter truth i say the bitter truth  but many people dont want to hear it,2,B1
the school teacher is certainly underpaid as a child minder  but ludicrously overpaid as an educator,3,B2
i like the way he says we and am amazed  as i often am by language as power  at the way a simple pronoun can upend a relationship,1,A2
there is no forgiveness for women a man may lose his honor and regain it again but a woman cannot she cannot,2,B1
its through diverse opinions and perspectives that a dynamic organisation can drive innovation and create its competitive advantage,3,B2
grace is not part of consciousness  it is the amount of light in our souls  not knowledge nor reason,2,B1
the deep joy we take in the company of people with whom we have just recently fallen in love is undisguisable,1,A2
in my own opinion  key word   the foundation of feminism is this being able to choose the core of antifeminism is  conversely  telling a woman she cant do something solely because shes a womantaking any choice away from her specifically because of her gender  one of the weird things about modern feminism is that some feminists seem to be putting their own limits on womens choices that feels backward to me its as if you cant choose a family on your own terms and still be considered a strong woman how is that empowering are there rules about if  when  and how we love or marry and if  when  and how we have kids are there jobs we can and cant have in order to be a real feminist to me  those limitations seem antifeminist in basic principle,1,A2
imam rauf and his backers have every legal right to build their extravagant islamic center within the lethal radius of ground zero but the rest of us have the right to question why they insist on doing so,1,A2
if you ever find yourself in a jam  just take a moment to sit and think  calculate things  look at every angle  and then wonder where all that jam came from,1,A2
i can see you are a fine lady  but this boy is randy as a goat around you and its plain to see if he seeks the joys of wedded bliss  he can wed you without a weddin hell be havin no bliss,3,B2
to gain the spiritual ascendancy over ourselves  and the influences with which we are surrounded  through a rigid course of selfdiscipline  is our first consideration  it is our first labor  before we can pave the way for our children to grow up without sin unto salvation,2,B1
we shall listen  not lecture  learn  not threaten we will enhance our safety by earning the respect of others and showing respect for them in short  our foreign policy will rest on the traditional american values of restraint and empathy  not on military might,2,B1
some men you stick to right off but its those that take time to stick that stick longest,1,A2
a part of me didnt want to need anyone  miss anyone  even love anyone  itd always been me against the world  and i didnt altogether enjoy that i was starting to lose that feeling it usually meant that something awful was going to happen,0,A1
theres a lot of shoes that people consider highend fashion  from balenciaga to this and that or whatever  and the pro models are very similar to me theyre very fashionable to me  the design and the shape of them i just like them,0,A1
you have to fight great battles to guard your mind  extraordinary battles to protect your heart  and remarkable battles to defend your soul,2,B1
do i love you because youre beautiful  or are you beautiful because i love you am i making believe i see in you  a woman too perfect to be really true do i want you because youre wonderful  or are you wonderful because i want you are you the sweet invention of a lovers dream  or are you really as beautiful as you seem,0,A1
you cant teach in a vacuum a good teacher relates the material to real life you understand that  dont you,1,A2
good leaders must communicate vision clearly  creatively  and continually however  the vision doesnt come alive until the leader models it,3,B2
christians are usually sincere and wellintentioned people until you get to any real issues of ego  control power  money  pleasure  and security then they tend to be pretty much like everybody else we often given a bogus version of the gospel  some fastfood religion  without any deep transformation of the self  and the result has been the spiritual disaster of christian countries that tend to be as consumeroriented  proud  warlike  racist  class conscious  and addictive as everybody elseand often more so  im afraid,2,B1
sometimes you need to go through many small doors  to get to that big door of opportunity,0,A1
never argue at the dinner table  for the one who is not hungry always gets the best of the argument,0,A1
to reverse the effects of civilization would destroy the dreams of a lot of people theres no way around it we can talk all we want about sustainability  but theres a sense in which it doesnt matter that these peoples dreams are based on  embedded in  intertwined with  and formed by an inherently destructive economic and social system their dreams are still their dreams what right do i  or does anyone else  have to destroy themat the same time  what right do they have to destroy the world,1,A2
rock and roll  big band  the blues he loved them all he would close his eyes and with a blissful smile begin to move to his own sense of rhythm it wasnt always pretty,1,A2
as long as we can love each other  and remember the feeling of love we had  we can die without ever really going away all the love you created is still there all the memories are still there you live onin the hearts of everyone you have touched and nurtured while you were here death ends a life  not a relationship morrie schwartz,0,A1
what the culture of get rich quick does to our people is our young people look for quick answers and solutions,0,A1
sport is one of the few spaces where people can learn about different cultures in a spirit of trust and friendship,1,A2
do not focus on your failings  for you will only encourage them if you keep beating yourself up on the head over these  you will only reinforce them,1,A2
books are not distractions rather  they are  and have been  the most profound and accurate mirrors man has ever crafted,3,B2
in the beginning god created the heavens and the earth    then he said  let there be light which means he made the entire universe in the dark how fucking good is that hes brilliant,1,A2
it is not expected of critics that they should help us to make sense of our lives  they are bound only to attempt the lesser feat of making sense of the ways we try to make sense of our lives,2,B1
as long as man is alive  he will always deem himself to be the light of the world  and consider his enemies as the darkness and they will be thinking like that on both sides of the front,1,A2
i knew what it felt like to have no say in who you were as a sexual being it didnt just strip away your dignity it stripped away everything you were your identity  your selfrespect  your pleasure because it was all about the pleasure of the other person take  take  taking whatever they wanted from you  even if it was uncomfortable  or caused you pain even if you died from it  the other person still wouldnt care  because it was all about them,1,A2
he himself  anthony went on to think  he himself had chosen to regard the whole process as either pointless or a practical joke yes  chosen for it had been an act of the will if it were all nonsense or a joke  then he was at liberty to read his books and exercise his talents for sarcastic comment  there was no reason why he shouldnt sleep with any presentable woman who was ready to sleep with him if it werent nonsense  if there was some significance  then he could no longer live irresponsibly there were duties towards himself and others and the nature of things duties with whose fulfilment the sleeping and the indiscriminate reading and the habit of detached irony would interfere he had chosen to think it nonsense  and nonsense for more than twenty years the thing had seemed to be  nonsense  in spite of occasional uncomfortable intimations that there might be a point  and that the point was precisely in what he had chosen to regard as the pointlessness  the practical joke,2,B1
have you ever felt really close to someone so close that you cant understand why you and the other person have two separate bodies  two separate skins,0,A1
our free will could convert a curse into a blessing or a blessing into a curseto transform a crisis into an opportunity was true wisdom,3,B2
leaning forward in the chair  harley squeezed out a controlled fart  so no one could hear it this damn reception area was like a echo chamber if he werent careful  it could reverberate around the hall like a shotgun blast,3,B2
did you know that each day that dawns  you are in today stay in today and you will never have to worry about tomorrow god will take care of tomorrow,1,A2
because it wasnt merely that the trees were speaking to them it was that the trees themselves were sentient beings  capable of watching their movements was it only the trees in this strange wood  or did every tree observe their movements had they always been trying to speak to them there was no way of knowing  either  if the trees were good of bad  if they lived or hatred humans  if they had principles or compassion they were like aliens  gansey thought aliens that we have treated very badly for a very long time,2,B1
there really is power in numbers in todays society one has to understand the true power of word of mouth its true that the new tastemakers are us,0,A1
five great enemies to peace inhabit us avarice  ambition  envy  anger and pride if those enemies were to be banished  we should infallibly enjoy perpetual peace,3,B2
always stay strong to your dream because when you lose sight of it then that is when your dream dies,0,A1
discipline your sexuality for it has the proclivity to cause a productivity that can influence now and posterity,4,C1
we all struggle in some way or another so its on us to work hard  and strive towards a better and healthy life,2,B1
the funny thing about the heart is a soft heart is a strong heart  and a hard heart is a weak heart,1,A2
freud was not entirely honest with himself when he said  being entirely honest with oneself is a good exercise,2,B1
people willing to trade their freedom for temporary security deserve neither and will lose both,3,B2
america runs on credit darling why do you worry  our credit will take care of this payment it is not saving or cash in hand that matters we do not need cash  we just need potential the system in the us believes in potential that isthe model of the future you need not be born rich  but you should be in the league that can make it big,1,A2
maybe hes normal and were the crazy ones maybe everyone should talk to themselves maybe were all just afraid of what wed say,0,A1
there is a mortal breed most full of futility in contempt of what is at hand  they strain into the future  hunting impossibilities on the wings of ineffectual hopes,3,B2
the boards as top leadership team can no longer avoid  delegate  or ignore the need for technical competency among their ranks,3,B2
if there is a god and future life  there is truth and good  and mans highest happiness consists in striving to attain them we must live  we must love  and we must believe that we live not only today on this scrap of earth  but have lived and shall live,1,A2
time is standing still  but we are running away from it and complaining that time is slipping away from us,1,A2
like most people  i have several pet subjects  that may or may not be interesting to other people dont get me started on happiness  or habits  or childrens literature  or winston churchill  unless you really want to talk about it,1,A2
if you sincerely want to be successful in life  all you need is one person to believe in you  and that one person should be you as long as you genuinely believe in yourself  you can and will be a success your mindset is a powerful force what you think and how you think will be the ultimate factor of your journeys end,1,A2
this is me today  but take heed  it is not the same me as yesterday  and it will not be the same me tomorrow,0,A1
historyto stand in a place and know that this where you come from for a dozen generations or maybe a hundred generations or maybe more to know there was a great city two thousand years ago in this place  and that your ancestors helped build it and lived there and worked there when you walk down a small road  all the others who are walking there with you from before,0,A1
genius is expansive  irresistible  and irresistibly expansive if it is in you  no cords can confine it,3,B2
to him  man was a being with myriad lives and myriad sensations  a complex multiform creature that bore within itself strange legacies of thought and passion  and whose very flesh was tainted with the monstrous maladies of the dead,4,C1
those who would give up essential liberty to purchase a little temporary safety  deserve neither liberty nor safety,3,B2
maybe i should tell her that things without meaning are the most beautiful ones its a good sentence  shell like it,0,A1
but theres no emergency kit for marriage no neat plan you can turn to when the ground shifts beneath your feet,2,B1
out of ten people that desire a girl  five people are actually willing to do something to win her heart and from this five  one already has the girl while the other has to fight to win her heart,1,A2
i think of the memory as being rather like a dam  he said  after a pause for thought it irrigates and gives life to our whole spirit but  like a dam  it needs overflow channels if its not to burst its banks because if it ever does overflow or burst  its waters will destroy everything in its path,2,B1
but you might as well bid a man struggling in the water  rest within arms length of the shore i must reach it first  and then ill rest,2,B1
taking care of yourself  taking time for yourself  rewarding yourself is not selfish its important  absolutely necessary,1,A2
people spend time worrying about things they think they have to have and lose perception of what they do have you can have all the money and material things you want if you arent here to enjoy them  what good do they do,0,A1
as a historian  i have learned that  in fact  not everyone who reaches back into history can survive it and it is not only reaching back that endangers us  sometimes history itself reaches inexorably forward for us with its shadowy claws,2,B1
indolence is a delightful but distressing state we must be doing something to be happy,3,B2
integrity involves the ability to stand straight when you tell your truth  and still stand straight when the other person comes to talk,1,A2
i do not think that tragedy is our natural fate and i do not live in chronic dread of disaster it is no happiness  but suffering that i consider unnatural it is not success  but calamity that i regard as the abnormal exception in human life,3,B2
during the days i felt myself slipping into a kind of madness solitary confinement has an astonishing effect on the mind the trip was to stay calm and keep myself occupied i spent hours working out how to break free but trying to escape would have been instant suicide,3,B2
there are realities we all share  regardless of our nationality  language  or individual tastes as we need food  so do we need emotional nourishment love  kindness  appreciation  and support from others,2,B1
the best books  they dont talk about things you never thought about before they talk about things youd always thought about  but that you didnt think anyone else had thought about you read them  and suddenly youre a little bit less alone in the world,0,A1
when god plans to bless a man  he takes this poor timecursed creature into his hand and says  my son  i breath into you eternity and immortality,2,B1
lord  when i feel that what im doing is insignificant and unimportant  help me to remember that everything i do is significant and important in your eyes  because you love me and you put me here  and no one else can do what i am doing in exactly the way i do it,0,A1
for my part  i think that the mystery is always greatest where there is the most  emptiness,0,A1
it is paradoxical that many educators and parents still differentiate between a time for learning and a time for play without seeing the vital connection between them,3,B2
wisdom does not only reflect itself in a persons knowledge of what to say it appears also in his knowledge about how to say it and when it should be said,1,A2
he snatched the book from me and replaced it hastily on its shelf  muttering that if one brick was removed the whole library was liable to collapse,2,B1
never let the emotions of the past tie you down for your future to slaughter resist every opportunity to become angry and you will live a healthier happier life,1,A2
its real great to be back in my studio to create amazing music   after i took a break it was awesome to go back once again and create this awesome soundtrack      how can i forget you  i love all chords ive created and nothing in this world compares the beauty and the greatness of being in my studio and creating this adorable music endless greatness,1,A2
if they think they can stop me  i defy them to bring the best they have and i shall roast them over a pit of their own arrogant stupiditymaxis,2,B1
since taking are of one small baby is the hardest job on earth  i am constantly late  as i am today,1,A2
when you write a story youre telling yourself the story when you rewrite your main job is taking out all the things that are not the story,0,A1
the visual of satan isnt one of a big red devil with horns even worse  its the picture of something good  twisted enough to be compelling,3,B2
wealth  in even the most improbable cases  manages to convey the aspect of intelligence,3,B2
ive never revved my car at a light for an attractive woman or an autorival  not even as a joke,0,A1
the hardest thing about being famous is that people are always nice to you youre in a conversation and everybodys agreeing with what youre saying  even if you say something totally crazy you need people who can tell you what you dont want to hear,0,A1
when the world careens out of control  we can rest in the fact that god spun this world with a simple word matter from emptiness beauty from void community from chaos,1,A2
whether you buy a new tv  or car   etc  or any other material thing is often immaterial to god,0,A1
life takes up one long  winding road to fulfill its seemingly endless journey  and when we find ourselves stumble upon forks in the road  we choose wisely,3,B2
certainly  its wise to ask for counsel in whatever you endeavor to do there is safety in that but when the asking comes from a place of dependence  it is unhealthy,2,B1
he already knew he could coach all you had to do was look at each of your players and ask yourself what story does this guy wish someone would tell him about himself and then you told the guy that story,0,A1
art was the first casualty of the socialist and communist revolutions of the 20th century socialists killed the independent thinkers first,4,C1
i love my daddy my daddys everything i hope i can find a man that will treat me as good as my dad,0,A1
for writing is a solitary occupation  and one of its hazards is loneliness but an advantage of loneliness is privacy  autonomy  freedom,4,C1
i still indulge in a glass of wine or chocolate  treats are mandatory without deviating from the daytoday healthy diet once in a while  it wouldnt be sustainable for me  and thats what i wanted an approach to eating to last my entire life,2,B1
theory and knowledge remain suspect  not because of inherent worthlessness  but because of their historic isolation from action without theoretical orientation  however  action is vulnerable to oversimplified and glib imitativenesseven mimicryand to the use of the gimmick,3,B2
are you waiting for the approval of someone else before you make your big move if you are  chances are theyve already made it,1,A2
the high point of civilization is that you can hate me and i can hate you but we develop an etiquette that allows us to deal with each other because if we acted solely upon our impulse wed probably go to war,2,B1
an educated persons ideas of art are drwan naturally from what art has been  whereas the new work of art is beautiful by being what art has never been  and to measure it by the standard of the past is to measure it by a standard on the rejection of which its real perfection depends,1,A2
what can you conceive more silly and extravagant than to suppose a man racking his brains  and studying night and day how to fly,1,A2
art is the only serious thing in the world and the artist is the only person who is never serious,0,A1
a flower is symbol of beauty for eyes  but music is the expression of beauty for ears,1,A2
you may be sure of appearing as good  safe  stayathome wife material  and he will have the utmost respect for you  as he would for a faithful cook  but hell not respect you for the one most important asset every woman who has the wherewithal to employ ityou looks vanity not only keeps a woman young  but also gives her something to live for  and if you get saddled to a man who stifles this basic female urge  yet ogles its effects in other women  he could well be knocking years off your life,1,A2
your future  hopes and dreams should never be tied down to anybody the strength lies inside of you to decide at any moment your direction,1,A2
that we may not fall short of desire  but let us give way to the unspoken passion hidden in the closet of our discretion  crpuscule du dsir,2,B1
love dont have definition it was just as it was since the world was created people are just trying to explain it in vain,0,A1
i believe in the simple thingsthe classic beginning of once upon a time  that good conquers evil in the end  fantasy and fate my life is that of wondrous enchantment  a place of endless possibilities and dreams  where inspiration is found in the oddest of places i aspire to inspire  and someday i will change the world,2,B1
i tell her that the best thing to do when you fall is to get up and she is up  so shes moving in the right direction,0,A1
you cant develop a great car and sell it as an independent you can develop a great car and make a deal with mercedes,0,A1
everything we see hides another thing  we always want to see what is hidden by what we see  but it is impossible humans hide their secrets too well,1,A2
cultivate the understanding that the self is not really an independently existing entity  and begin to view self instead in terms of its dependent relation to others although it is difficult to say that merely reflecting on this will produce a profound spiritual realization  it will at least have some effect your mind will be more open something will begin to change within you therefore  even in the immediate term there is definitely a positive and beneficial effect in reversing these two attitudes and moving from selfcenteredness to othercenteredness  from belief in self existence to belief in dependent origination,2,B1
baseball is a game where a curve is an optical illusion  a screwball can be a pitch or a person  stealing is legal and you can spit anywhere you like except in the umpires eye or on the ball,1,A2
do you to the best of your ability with love  passion and purpose the right tribe of people will fall into your life,1,A2
the smart strategist allows strategy to be shaped by events good reactions can make great strategy strategy involves competition of goals  and the risk is the difference between those goals and the ability of the organization to achieve them so part of the risk is created by the strategy,1,A2
now logic is a wonderful thing but it has  as the process of evolution discovered  certain drawbacks anything that thinks logically can be fooled by something else which thinks at least as logically as it does,2,B1
i used to always read with a pen in my hand  as if the author and i were in a conversation,0,A1
he says he knows someone isnt from the same race as he when that person looks at his library and asks  have you read all of these a true book lover knows that  no  he hasnt read them all its about the process  its about when the right reference comes up  you have the right book to go to  its about never being without something to occupy your eyes and mind,0,A1
the most considerable difference i note among men is not in their readiness to fall into error  but in their readiness to acknowledge these inevitable lapses,2,B1
when you dont know yourself  who you are and what you want  you just become a product of your environment  a leaf that gets blown each and every way until it just lands  in a big pile of mud  and gets stuck,1,A2
if your customers love you  they will not only remain fiercely loyal but become your most powerful marketing asset lovability is the greatest predictor of business success,2,B1
doing things for others is something that money cannot buy it is a priceless act which gives an abundance of worthy feelings for both involved  to empower others and to know that others care is an key part of listening  the stoppage of wars  the foundations of a hopeful future for everybody,2,B1
but even those fiveandforty minutes were too long  the bored me and boredom is the coldest thing in the world,1,A2
   most falls arent free  there is always the tension  it seems to me  between what you are falling from and what you are falling to,1,A2
tomorrow is like there once you get there  it is called here so  technically  life is a set of todays,1,A2
clinton lied a man might forget where he parks or where he lives  but he never forgets oral sex  no matter how bad it is,2,B1
no one can sum up all god is able to accomplish through one solitary life  wholly yielded  adjusted  and obedient to him,4,C1
i have no respect for gangs today none they just drive by and shoot people at least in the old days  like in west side story  the gangs used to dance with each other,1,A2
strong passions are the precious raw material of sanctity individuals that have carried their sinning to extremes should not despair or say  i am too great a sinner to change  or god would not want me god will take anyone who is willing to love  not with an occasional gesture  but with a passionless passion  a wild tranquility a sinner  unrepentant  cannot love god  any more that a man on dry land can swim  but as soon as he takes his errant energies to god and asks for their redirection  he will become happy  as he was never happy before it is not the wrong things one has already done which keep one from god  it is the present persistence in that wrong,1,A2
a conglomerate of complicated words  they confuse  condemn and cajole  created  he is sure  for the sole purpose of fuddling the listener  which in this case is regrettably him,3,B2
for my part  i am determined never to speak of it again to anybody i told my sister phillips so the other day,0,A1
theres time for laughing and theres time for crying for hoping for despair for peace for longing a time for growing and a time for dying a night for silence and a day for singingbut more than all as all your more than eyes tell me there is a time for timelessness,0,A1
genealogy itself is something of a privilege  coming far more easily to those of us for whom enslavement  conquest  and dispossession of our land has not been our lot,1,A2
wars are times of intense technological transformation  because societies invest  sometimes with extensive borrowing  when and where matters of life and death are at stake,3,B2
tapascharya  spiritual practice means accepting the truth that you are alone  that there is no way one can have a friend  a companion no matter how much you long for it  regardless of how much you close your eyes and dream of them  you will still remain alone for lives you built a home  you built a family  and then you lost it  and all through that you have always remained alone not even slightly has your aloneness been ever affected so one who has known  one who has accepted that he is alone  for him there is an indication in this sutra consciousness is the being only being is yours  nothing else,1,A2
its come at last  she thought  the time when you can no longer stand between your children and heartache,0,A1
follow what you love dont deign to ask what they are looking for out there ask what you have inside follow not your interests  which change  but what you are and what you love  which will and should not change,0,A1
i loved you at your worst  and you were always at your worst nothing could stop me not even you,0,A1
debt     that peculiar nexus where money  narrative or story  and religious belief intersect  often with explosive force,3,B2
give me a life time by the fire  with a book in my hand  nothing more and i will tell you a great story,0,A1
in a spiritual sense  a positive attitude may help you get through chemotherapy and surgery and radiation and what have you but a positive mental attitude does not cure cancer  any more than a negative mental attitude causes cancer,3,B2
the most disgusting human trait is bias because it ends of leading to propaganda  hate and violence,3,B2
if it takes you more time to clean your makeup than to watch a movie you already have a problem,0,A1
it is  often  the quiet gesture which carries the most significance  the one which suddenly directs the symphony,1,A2
everyones past has ways of sneaking up on them you just have to be in a place in the present that youre strong enough to deal with when your past comes to visit,0,A1
every advance in human life  every scrap of knowledge and wisdom and decency we have has been torn by one side from the teeth of the other every little increase in human freedom has been fought over ferociously between those who want us to know more and be wiser and stronger  and those who want us to obey and be humble and submit,2,B1
make the strategy a living thing  which can breathe life into people and the culture,0,A1
gossip is vice enjoyed vicariously  the sweet  subtle satisfaction without the risk,4,C1
 in a cycle as old as tribalism  ignorance of the other engenders fear  fear engenders hatred  hatred engenders violence  violence engenders further violence until the only rights  the only law  are whatever is willed by the most powerful,4,C1
its very strange to go to cities like london and new york people walk so quickly  they seem to be in a hurry all the time and you dont say hi to everyone you meet  and you dont smile to everyone you meet  because theres just so many which is also very strange,0,A1
it is our wounds that create in us a desire to reach for miracles the fulfillment of such miracles depends on whether we let our wounds pull us down or lift us up towards our dreams,2,B1
patriots always talk of dying for their country but never of killing for their country,1,A2
